,Lokacija:,Transakcija:,Vrsta nekretnine:,Ukupan broj soba:,Toaleti:,Ukupno katova:,Cijena:,Površina:,Okućnica:,Godina izgradnje:,Nekretnina (stanje):,Stil gradnje:,Razred energetske učinkovitosti:,Lift:,Pristup invalidima:,Nekretnina se prodaje/iznajmljuje:,Visina plafona:,Namjena poslovnog prostora:,P.P. sa izlogom:,Pristup kamionima/šleperima:,Struja:,Parking:,Parking (broj):,Natkriveni parking:,Povlašteni parking:,Garaža:,Pogled na more:,Pogled na:,Udaljenost od mora:,Ključ u agenciji:,naziv,opis,dodatne_oznake,Spavaće sobe:,Kupaonice:,Površina okućnice:,Površina balkona/lođe/terase:,Roštilj:,Dimnjak:,Bazen:,Vrt:,Vrsta kuće/vikendice:,Tlocrtna površina nekretnine:,Mogućnost zamjene:,Namjena terena:,Površina građevinskog dijela:,Površina negrađevinskog dijela:,Instalacije struje:,Instalacije vode:,Pod: parket/laminat/pločice:,Pripojene prostorije:,Fasada:,Krov:,Struja-zakupljena snaga:,Vanjska stolarija:,Unutarnja stolarija:,Kupaonica/ kuhinja:
http://www.remax-svijetnekretnina.com/stan/istra-savudrija-stan-na-dvije-etaze-nedaleko-od-mora-i-plaza,"Savudrija, Umag",Za prodaju,Stan/Apartman,4,,2,245.000 € (1.819.327 kn),"76,78 ",ima,2004 god.,dovršena,klasičan,U izradi,ne,ne,namještena,,,,,,da,1,ne,ne,ne,da,,300-500m,Ne,"Istra, Savudrija, Stan na dvije etaže nedaleko od mora i plaža (ID: 300441004-163)","
                        Istra, Crveni Vrh, prodaje se stan na Crvenom Vrhu sa predivnim pogledom na more, udaljen samo 50-ak metara od poznatog golf terena te oko 150m od plaže i mora. Stan ima svoj zaseban ulaz te se proteže na prizemlje i kat kuće koja se zapravo dijeli na samo 2 stana. Stan sadrži dnevni boravak, kuhinju, dvije spavaće sobe, kupatilo, wc, ostavu i dvije terase sa lijepim pogledom na more. Stan u vlasništvu ima i okućnicu površine 50 cca na kojoj se nalazi i parkirno mjesto, vanjska terasa sa kaminom i zelenilo. Odlična lokacija za odmor za sve ljubitelje golfa.                    ","['Kuhinja', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Struja', 'Voda', 'Grijanje', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'Kanalizacija', 'Internet', 'otvoren pogled', 'Sjever', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini mora/plaže', 'U blizini parka/šume']",2,2,,,vlastiti,nema,nema,vlastiti,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istraokolica-pule-medulin-gradevinsko-zemljiste-t3-zona,Medulin,Za prodaju,Građevinsko zemljište,,,,542.000 € (4.024.796 kn),5.420 ,,,,,,,,,,,,,,,,,,,da,"More, zelenilo",100-300m,,"Istra,okolica Pule, Medulin, građevinsko zemljište, T3 zona (ID: 300041074-269)","
                        Na prodaju je građevinsko zemljište, T3 zona u Medulinu. Na zemljište se po planu može postaviti do 17 mobilnih kućica.
Do zemljišta ide bijeli ucrtani put, no u planu je izgradnja ceste i kružnog toka udaljenog 100 m od lokacije.
Infrastruktura je u blizini, a u okolici ima vikendica.
Idealna lokacija za investiciju u kamp.                    ","['bez infrastrukture', 'Voda', 'Struja', 'Kanalizacija', 'otvoren pogled', 'Sjever', 'Jug', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini trgovine', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,Građevinsko,5420 ,"0,0 ",,,,,,,,,,
http://www.remax-svijetnekretnina.com/negradevinsko-zemljiste/istra-peroj-vikend-zemljiste-1999,"Peroj, Vodnjan",Za prodaju,Negrađevinsko zemljište,,,,63.000 € (467.827 kn),1.999 ,,,,,,,,,,,,,,,,,,,ne,šumu,500-1000m,,"Istra, Peroj, vikend zemljište, 1999 (ID: 300041094-12)","
                        Istra, Peroj, vikend zemljište, 1999.
Na prodaju je vikend zemljište pravokutnog oblika ukupne površine 1999.
Nalazi se na mirnom mjestu okruženom šumom, 700m do prve plaže.
","['bez infrastrukture', 'bez infrastrukture', 'djelomično otvoren pogled', 'Istok', 'Na osami', 'U blizini mora/plaže', 'U blizini parka/šume']",,,,,,,,,,,,Poljoprivredno,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/ista-crveni-vrh-kuca-u-nizu-sa-dva-stana,"Savudrija, Umag",Za prodaju,Kuća/Vikendica,4,,3,299.000 € (2.220.321 kn),145 ,,2007 god.,dovršena,klasičan,U izradi,ne,uz manju adaptaciju,namještena,,,,,,da,1,ne,ne,ne,da,,300-500m,Ne,"Istra, Crveni vrh, Kuća u nizu sa dva stana (ID: 300441004-162)","
                        Crveni vrh, prodaje se ova kuća sa dva sređena stana udaljena svega 400m od mora i plaže.
Kuća ima ukupno 145 te se prostire na 3 etaže. U suterenu se nalazi jedan nedovršeni stan, na visokm prizemlju se nalazi jedan stan sa kuhinjom, blagavaonicom, kupaonom i jednom spavaćom sobom, dvije terase, ostavu i vrt. sa samog vrta koji se nalazi u prizemlju se proteže predivan pogled na more.
Na prvome katu se nalazi još jedan stan kompletno namješten sa jednom spavaćom sobom, kupaonicom, ostava, kuhinja i dnevni boravak te terasa sa koje se proteže otvoreni pogled na more.
Kuća se prodaje kompletno namještena te postoji mogućnost da sadašnji vlasnik dovrši stan u suterenu uz nadoplatu.
Nekretnina je idealna za život te za bavljenjem turizmom.
","['Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Balkon/lođa/terasa', 'Novogradnja', 'Vanjska stolarija', 'Unutarnja stolarija', 'Instalacije struje', 'Instalacije vode', 'Kupaonica/ kuhinja', 'Pod: parket/laminat/pločice', 'Krov', 'Fasada', 'Struja', 'Voda', 'Grijanje', 'Komunalije', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'Kanalizacija', 'Internet', 'djelomično otvoren pogled', 'Sjever', 'Jug', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini mora/plaže']",2,2,95 ,,,nema,,,u nizu,50 ,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-barban-lijepa-kuca-s-dvoristem-u-mirnom-selu,"Orihi, Barban",Za prodaju,Kuća/Vikendica,8,,2,180.000 € 156.000 € (1.158.428 kn),198 ,,,dovršena,klasičan,E,ne,ne,namještena,,,,,,da,,ne,da,ne,ne,,više od 1km,Ne,"ISTRA, BARBAN - Lijepa kuća s dvorištem u mirnom selu (ID: 300041093-224)","
                        Prodaje se kuća s dvorištem u malom selu svega desetak minuta vožnje od Barbana. Nekretnina je koncipirana kroz 2 dijela: novi jednoetažnog dijela - u prizemlju dnevni boravak, kuhinja, kupaonica te na katu 2 sobe te balkon; stariji dio nekretnine je dvoetažni - nastavlja se zidom na novi dio u obliku obrnutog slova L, a sastoji se od  predprostora, zatim kupaonice, dnevnog boravka, kuhinje, na 1.katu 2 sobe, a na 2.katu (zapravo potkrovlju) također 2 sobice. Grijanje je u staroj kući na drva, a u novoj kući nije uvedeno. Septička jama i šterna su u dvorištu. Nekretnina posjeduje energetski certifikat (E). U okućnici je osnovni namještaj (stolovi, suncobrani), novoizgrađena ostava povrsine 14 koja služi kao drvarnica te vrt. U dvorištu ima prostora za vise parkirnih mjesta.
Potrebna su ulaganju u nekretninu no s obzirom na poziciju i potencijal, uz ne preveliku investiciju, moguće je pretvoriti nekretninu u obiteljski dom ili u nekretninu za odmor, kojima obiluje selo.
Svi potrebni sadržaji za normalan život se nalaze u blizini. Udaljenost od Pule je 28km.
","['Kuhinja', 'Hodnik', 'Balkon/lođa/terasa', 'Vanjska stolarija', 'Unutarnja stolarija', 'Instalacije struje', 'Instalacije vode', 'Kupaonica/ kuhinja', 'Pod: parket/laminat/pločice', 'Krov', 'Fasada', 'Klasično', 'Centralno', 'Struja', 'Drva', 'Voda', 'Struja', 'Septička jama', 'Šterna', 'Internet', 'djelomično otvoren pogled', 'Zapad', 'Centar', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume', 'U blizini jezera/rijeke/potoka']",4,,,,,ima,,,u nizu,112 ,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/negradevinsko-zemljiste/pula-600-vikend-zemljista-prilika,"Monteserpo - Komunal, Pula",Za prodaju,Negrađevinsko zemljište,,,,19.500 € (144.804 kn),600 ,,,,,,,,,,,,,,,,,,,ne,pulu,više od 1km,,"PULA, 600 vikend zemljišta - PRILIKA!!! (ID: 300041087-174)","
                        Prodaje se 600 negrađevinskog vikend zemljišta sa zasebnim pripadajućim priključkom za vodu. Smješteno je na traženoj poziciji u
predgrađu Pule. Kvadratnog je oblika s jasno obilježenim međama na temelju svježe izrađenog parcelacijskog elaborata od strane
ovlaštenog geodetskog ureda. Pristupni put udovoljava zahtjevima prostornog plana Grada Pule za građevinska područja stambene namjene
i na njemu su uz stručni nadzor izvedeni svi pripremni radovi tako da je spreman za nanošenje završnog asfaltnog sloja. Ovo je zemljište u
blizini građevinskog područja sa čak 3 strane, a time uz sve navedeno predstavlja iznimnu investicijsku priliku!
","['Voda', 'Voda', 'Struja', 'Telefon', 'otvoren pogled', 'Jug', 'Zapad', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,vikend zemljište,,600 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/negradevinsko-zemljiste/istravalbandon-vikend-parcela,"Valbandon, Fažana",Za prodaju,Negrađevinsko zemljište,,,,16.900 € (125.496 kn),575 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"Istra,Valbandon - vikend parcela (ID: 300041070-276)","
                        Prodajemo poljoprivrednu parcelu veličine 521 + 54 put. 
Parcela je na lijepom, mirnom, uzvišenom mjestu uz pristupačan put.
Parcela se održava i redovno čisti. Pravilnog je oblika.
","['bez infrastrukture', 'bez infrastrukture', 'otvoren pogled', 'Jug', 'Zapad', 'U mirnoj ulici']",,,,,,,,,,,,Oranica,00 ,565 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/istra-porec-dvosoban-stan-sa-pogledom-na-more-u-mugebi,"Mugeba, Poreč",Za prodaju,Stan/Apartman,3,,3,115.000 € (853.970 kn),"59,36 ",nema okućnice,2004 god.,dovršena,klasičan,U izradi,ne,ne,namještena,,,,,,da,1,ne,ne,ne,da,,više od 1km,Ne,"Istra, Poreč - Dvosoban stan sa pogledom na more u Mugebi (ID: 300391024-21)","
                        Ovaj prekrasan dvosoban stan smjestio se u okolici Poreča. Udaljen je 4 km od centra Poreča i 2.7 km od poznate zelene lagune. Stan se nalazi na prvom katu zgrade.
Stan ima 59.36 . Sastoji se od dvije spavaće sobe veličine 13,45  i 9.49, zahvaljujuću super rasporedu stana obe spavaće imaju izlaz na terasu. Hodnik veličine 5,06  odvaja spavaće od dnevnog boravka sa kuhinjom. Dnevni boravak sa kuhinjom čini 20,67  dok kupaona ima 4,35. Iz dnevnog boravka postoji izlaz na veliku terasu sa pogledom na more veličine 7,17 .
Uz stan se dobiva jedno parkirno mjesto i ostava veličine 5,07 .                    ","['Kupaonica sa prozorom', 'Kuhinja sa prozorom', 'Spremište', 'Hodnik', 'Novogradnja', 'Vanjska stolarija', 'Unutarnja stolarija', 'Instalacije struje', 'Instalacije vode', 'Kupaonica/ kuhinja', 'Pod: parket/laminat/pločice', 'Krov', 'Fasada', 'Struja', 'Voda', 'Komunalije', 'Klasično', 'Klima uređaj', 'Struja', 'Norveški radijatori', 'Voda', 'Struja', 'Kanalizacija', 'Internet', 'Kabelska ili satelitska TV', 'Parlafon', 'otvoren pogled', 'Jug', 'Zapad', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume']",2,1,,10 ,nema,nema,nema,nema,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/istra-buje-kamena-istarska-kuca-sa-velikom-okucnicom,"Kaštel, Buje",Za prodaju,Kuća/Vikendica,3,,3,85.000 € (631.195 kn),75 ,,1960 god.,nedovršena,autohtoni,U izradi,ne,ne,nenamještena,,,,,,da,2,ne,ne,ne,da,,više od 1km,Ne,"Istra, Buje - Kamena Istarska kuca sa velikom okucnicom (ID: 300391024-19)","
                        U malom mjestu u okolici Buja smijestila se ova autohtona istarska kamena kuca .  Kuca je smjestena u Kastelu nedaleko od Slovenske granice i u blizini Buja i jako poznatih Istarskih vinara.
Kuca ima veliko ogradeno dvoriste od 1000  koje je ujedno i gradevinsko zemljiste i moze se iskoristiti po zeljama buduceg vlasnika. Kuca ima 75 i na 3 etaze, prizemlja prvog kata sa kojeg se pruza prekrasan pogled i potkrovlja. Kuci je potrebna potpuna renovacija.
Kuca uz malo ljubavi pruziti ce puno nezaboravnih trenutaka buducem vlasniku.                    ","['Kupaonica sa prozorom', 'Vanjska stolarija', 'Unutarnja stolarija', 'Instalacije struje', 'Instalacije vode', 'Kupaonica/ kuhinja', 'Pod: parket/laminat/pločice', 'Krov', 'Fasada', 'Struja', 'Voda', 'Komunalije', 'nema', 'nema', 'Voda', 'Struja', 'Kanalizacija', 'otvoren pogled', 'Jug', 'Zapad', 'U blizini centra', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini crkve', 'U blizini parka/šume']",2,1,1.000 ,,,ima,,,u nizu,25 ,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-porec-gradevinsko-zemljiste-u-okolici-poreca,"Montižana, Poreč",Za prodaju,Građevinsko zemljište,,,,98.020 € (727.879 kn),3.608 ,,,,,,,,,,,,,,,,,,,da,,više od 1km,,"Istra, Porec - Gradevinsko zemljiste sa prekrasnim pogledom (ID: 300391024-18)","
                        U okolici Poreca prodaje se gradevinsko zemljiste sa pogledom na more. Zemljište veličine 3608 . Sva potrebna infrastruktura se nalazi do građevinskog zemljišta. Ukoliko se uzme svih 3608  cijena iznosi 100 . Zahvaljujući izpareceliranom putu od 592 mogućnost parcelacije na manje parcele po 750 . Ukoliko se izvodi parcelacija na manje parcele od 750  cijena po  iznosi 130 eura. Mirno Mjesto sa prekrasnim pogledom na Poreč i na more. 
Idealno mjesto za kuću za odmor.                    ","['bez infrastrukture', 'Voda', 'Struja', 'otvoren pogled', 'Zapad', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini crkve', 'U blizini parka/šume']",,,,,,,,,,,,Gradevinsko,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/negradevinsko-zemljiste/fazana-surida-vikend-zemljiste,"Valbandon, Fažana",Za prodaju,Negrađevinsko zemljište,,,,17.000 € (126.239 kn),586 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"FAŽANA, ŠURIDA, vikend zemljište (ID: 300041070-275)","
                        Prodajemo poljoprivrednu parcelu veličine 532 + 54 put. 
Parcela je na lijepom, mirnom, uzvišenom mjestu uz pristupačan put.
Parcela se održava i redovno čisti. Pravilnog je oblika.                    ","['bez infrastrukture', 'bez infrastrukture', 'otvoren pogled', 'Sjever', 'Jug', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,Poljoprivredno zemljište,,586 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/porec-prilika-stan-300m-od-mora,Poreč,Za prodaju,Stan/Apartman,2,,4,62.000 € (460.401 kn),"31,92 ",nema okućnice,,dovršena,klasičan,U izradi,ne,ne znam,namještena,,,,,,ne,,ne,ne,ne,ne,,100-300m,Da,"Poreč, PRILIKA, stan 300m od mora (ID: 300391008-330)","
                        U naselju Červar-porat, smjestio se ovaj stan od 32.
Stan se sastoji od ulaza, kupatila, jednog prostora u kojem se nalazi dnevni boravak, kuhinja i blagavaona. 
Spavaća soba odvojena je od dnevnog prostora.
Terasa je zatvorena i na njoj se nalazi stol i jedan manji  ormar.
Pogled je na zelenilo
Stan je nedavno adaptiran, i jako uredan, te se nalazi nedaleko od plaža.



","['Klasično', 'Struja', 'Voda', 'Struja', 'otvoren pogled', 'Istok', 'U blizini centra', 'U blizini trgovine', 'U blizini mora/plaže', 'U blizini parka/šume']",1,,,,nema,nema,nema,nema,,,,,,,2009 god.,2009 god.,2009 god.,,,,,,,
http://www.remax-svijetnekretnina.com/stan/istra-barbariga-stan-u-novogradnji-sa-velikom-terasom-i-pogledom-na-more,"Barbariga, Vodnjan",Za prodaju,Stan/Apartman,2,,1,90.000 € (668.324 kn),44 ,zajednička na korištenje,2019 god.,dovršena,klasičan,U izradi,ne,ne,nenamještena,,,,,,da,1,ne,ne,ne,da,,500-1000m,Ne,"Istra, Barbariga, stan u novogradnji sa velikom terasom i pogledom na more (ID: 300041090-115)","
                        Istra, Barbariga, na prodaju je jednosoban stan u novogradnji sa velikom terasom. Izuzetno kvalitetna novogradnja, a sastoji se od ulaznog predprostora, spavaće sobe, kupaone, dnevnog boravka i kuhinje i velike terase. Stan ima i parkirno mjesto i fantastičan pogled na more i Brijunsko otočje.                    ","['Kuhinja', 'Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Novogradnja', 'Struja', 'Voda', 'Komunalije', 'Struja', 'Voda', 'Klasično', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'Kanalizacija', 'Internet', 'Parlafon', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'Zapad', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini mora/plaže', 'U blizini parka/šume']",1,1,,10 ,vlastiti,ima,nema,nema,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-barban-gradevinska-parcela-2410-na-predivnoj-lokaciji,Barban,Za prodaju,Građevinsko zemljište,,,,96.400 € (715.849 kn),2.410 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"ISTRA, BARBAN - Građevinska parcela 2410 na predivnoj lokaciji  (ID: 300041093-223)","
                        Prodaje se građevinska parcela površine 2410 u mirnom selu nadomak Barbana. 
Zemljište je ravno, čisto, s pristupnim putem, južne orijentacije, na rubu naselja. Sukladno prostornom planu sve okolne parcele su poljoprivredne. 
Svi potrebni sadržaji za normalan život se nalaze u blizini. Infrastruktura se također nalazi u neposrednoj blizini. 
Udaljenost od Barbana je 5 minuta vožnje dok do pule 20 minuta vožnje.                     ","['bez infrastrukture', 'Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'Na osami', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume', 'U blizini jezera/rijeke/potoka']",,,,,,,,,,,,Građevinska,2410 ,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-barban-poljoprivredno-zemljiste-42181-s-urbaniziranih-1500,Barban,Za prodaju,Građevinsko zemljište,,,,250.000 € (1.856.456 kn),42.181 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"ISTRA, BARBAN - Poljoprivredno zemljište 42181 s urbaniziranih 1500 (ID: 300041093-226)","
                        Prodaje se velika poljoprivredna parcela, površine 42181 od toga 1500 je urbanizirano.
Parcela se nalazi u malom selu nekoliko km od Barbana, na iznimno mirnoj lokaciji. 
Potencijal zemljišta je ogroman, te za pravog investitora su mogući i pregovori oko cijene. 
Svi potrebni sadržaji se nalaze u blizini a udaljenost od Barbana je oko 10 min vožnje odk do Pule 20 min.  Blizina mora
","['bez infrastrukture', 'Voda', 'Struja', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'Zapad', 'Na osami', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume', 'U blizini jezera/rijeke/potoka']",,,,,,,,,,,,Građevinsko-Poljoprivredno,1500 ,40681 ,,,,,,,,,,
http://www.remax-svijetnekretnina.com/gradevinsko-zemljiste/istra-marcana-prilika-lijepa-gradevinska-parcela-2532,Marčana,Za prodaju,Građevinsko zemljište,,,,65.000 € (482.678 kn),2.532 ,,,,,,,,,,,,,,,,,,,ne,,više od 1km,,"ISTRA, MARČANA - Prilika! Lijepa građevinska parcela 2532 (ID: 300041093-225)","
                        Prodaje se građevinsko zemljište površine 2532, na iznimno lijepoj i mirnoj lokaciji u Marčani, svega par minuta hoda od centra mjesta. 
Parcela je ravna, čista, infrastruktura se nalazi na minimalnoj udaljenosti stoga ulaganja u tom pogledu nisu velika. 
Cijena zemljišta je 25e/. 
Svi potrebni sadržaji za normalan život se nalaze u neposrednoj blizini. 
Udaljenost od Pule je 10 minuta vožnje a do mora također 10 minuta.                    ","['bez infrastrukture', 'Voda', 'Struja', 'Kanalizacija', 'Telefon', 'otvoren pogled', 'Pogled - prekrasan!', 'Jug', 'U blizini centra', 'Na osami', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini škole/vrtića/igrališta', 'U blizini trgovine', 'U blizini bolnice', 'U blizini crkve', 'U blizini mora/plaže', 'U blizini parka/šume', 'U blizini jezera/rijeke/potoka']",,,,,,,,,,,,Građevinska,2532 ,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/pulaokolica-kuca-sa-dodatnim-objektom-na-gradevinskoj-parceli-od-650,"Busoler, Pula",Za prodaju,Kuća/Vikendica,1,,1,150.000 € (1.113.873 kn),43 ,,,dovršena,moderan,U izradi,ne,da,namještena,,,,,,da,,ne,ne,da,ne,,više od 1km,Ne,"PULA,OKOLICA -Kuća sa dodatnim objektom na građevinskoj parceli od 650! (ID: 300041070-274)","
                        Prodajemo lijepu kućicu od 43 , na prekrasnoj parceli od 642 . Nalazi u neposrednoj blizini svih sadržaja, a istovremeno pruža mir i privatnost nedaleko od centra grada.
Ističe se svojim otmjenim eksterijerom i uređenim dvorištem u kojem se nalazi i dodatni objekt od 22 koji trenutno služi kao garaža , a može se prenamijeniti u što god drugo.
Tu je i zidani roštilj za ugodna druženja u predivnom okruženju vlastite okućnice, sa voćkama , maslinama i ostalim sadržajem.
Osim lijepe parcele koja pruža sve blagodati uživanja na otvorenom, ova kuća iako je mala nudi funkcionalnost i udobnost stanovanja. U kućici se nalazi dnevni boravak, kuhinja, blagovaonica i soba te kupatilo. Sve ukusno i lijepo namješteno.Ova kuća idealna je za manju ili stariju obitelj koja želi mir i tišinu u lijepoj prirodi ili kao objekt u svrhu turizma, a tome trenutno i služi.
Na parceli se može izgraditi /nadograditi još 200 kuće/objekta. Također ima mjesta i za bazen.                     ","['Klasično', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'djelomično otvoren pogled', 'Sjever', 'Jug', 'Predgrađe', 'U mirnoj ulici']",1,,642 ,,,ima,,,samostojeća,43 ,,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/kuca/rovinjkucacentar-3-apartmana-i-konoba-namjesteno,Rovinj,Za prodaju,Kuća/Vikendica,10,,5,430.000 € (3.193.104 kn),113 ,,,dovršena,autohtoni,Izuzeto od obveze,ne,ne,namještena,,,,,,ne,,ne,ne,ne,ne,,2. red,Ne,"Rovinj,kuća,centar-3 apartmana i konoba-namješteno (ID: 300041092-106)","
                        Rovinj,kuća,centar-3 apartmana i konoba-namješteno

Prodaje se lijepa renovirana i namještena kuća u centru Rovinja,2. red do mora.
Kuća se sastoji od 5 etaža:
podrum(uređena cisterna)-idealno za vinski podrum/spremište
prizemlje-recepcija/konoba,wc
1.kat-uređeni studio
2.kat-uređeni studio
3.kat-uređeni studio
Kuća je idealna za bavljenje turizmom,kategorizirana je i može se početi s poslom odmah.
Sav namještaj ostaje u kući.

Cijena je 430 000eura                    ","['Struja', 'Voda', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'Kanalizacija', 'Internet', 'djelomično otvoren pogled', 'Jug', 'Centar', 'U blizini trgovine', 'U blizini mora/plaže']",3,,,,,ima,,,u nizu,25 ,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/stan/istra-barbariga-jednosoban-stan-u-novogradnji-sa-velikom-terasom,"Barbariga, Vodnjan",Za prodaju,Stan/Apartman,2,,1,90.000 € (668.324 kn),44 ,zajednička na korištenje,2019 god.,dovršena,klasičan,U izradi,ne,da,nenamještena,,,,,,da,1,ne,ne,ne,ne,,500-1000m,Ne,"Istra, Barbariga, jednosoban stan u novogradnji sa velikom terasom (ID: 300041090-113)","
                        Istra, Barbariga, na prodaju je jednosoban stan u novogradnji sa velikom terasom, samo terasa je površine 30, sa pripremom za ljetnu kuhinju. Izuzetno kvalitetna novogradnja, a sastoji se od ulaznog predprostora, spavaće sobe, kupaone, dnevnog boravka i kuhinje i velike terase. Stan ima i parkirno mjesto.                    ","['Kuhinja sa prozorom', 'Balkon/lođa/terasa', 'Novogradnja', 'Struja', 'Voda', 'Komunalije', 'Klima uređaj', 'Struja', 'Voda', 'Struja', 'Kanalizacija', 'Internet', 'Parlafon', 'djelomično otvoren pogled', 'Jug', 'Zapad', 'U mirnoj ulici', 'U blizini javnog prijevoza', 'U blizini mora/plaže', 'U blizini parka/šume']",1,1,,,vlastiti,ima,nema,nema,,,ne,,,,,,,,,,,,,
http://www.remax-svijetnekretnina.com/negradevinsko-zemljiste/pula-vikend-zemljiste-uz-urbanizirano-podrucje-jedinstvena-prilika,"Monteserpo - Komunal, Pula",Za prodaju,Negrađevinsko zemljište,,,,22.500 € (167.081 kn),700 ,,,,,,,,,,,,,,,,,,,ne,Grad Pulu,više od 1km,,"PULA, vikend zemljište uz urbanizirano područje, JEDINSTVENA PRILIKA!!! (ID: 300041087-173)","
                        Prodaje se 700 negrađevinskog vikend zemljišta sa zasebnim pripadajućim priključkom za vodu. Smješteno je na traženoj poziciji u predgrađu Pule. Kvadratnog je oblika s jasno obilježenim međama na temelju svježe izrađenog parcelacijskog elaborata od strane ovlaštenog geodetskog ureda. Pristupni put udovoljava zahtjevima prostornog plana Grada Pule za građevinska područja stambene namjene i na njemu su uz stručni nadzor izvedeni svi pripremni radovi tako da je spreman za nanošenje završnog asfaltnog sloja. Ovo je zemljište u blizini građevinskog područja sa čak 3 strane, a time uz sve navedeno predstavlja iznimnu investicijsku priliku!                    ","['Telefon', 'Voda', 'Voda', 'Struja', 'Telefon', 'otvoren pogled', 'Jug', 'Zapad', 'Predgrađe', 'U blizini glavne ceste / autoputa', 'U mirnoj ulici', 'U blizini parka/šume']",,,,,,,,,,,,Vikend zemljište uz građevinsku zonu,,700 ,,,,,,,,,,
